gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	average
DHX57	10.15458936	12.4934787	20.42218508	16.86504067	12.69672275	20.88168327	13.92200704	9.236979411	13.04083153	13.80850232	15.30942273	17.70692063	33.01912506	23.0037305	9.554897896	9.139583553	17.17046624	10.52328061	13.43189638	13.9125758	11.09114584	13.75645984	14.7875377	22.40720239	22.454682	15.37529899	16.84884253	15.92985987	13.26924383	17.44844276	14.08803929	13.16922509	12.48882115	12.56833178	8.680903504	9.145829221	12.37218844	17.69715177	12.75240208	11.73656202	7.996427213	28.7291608	12.35273412	26.24071021	10.55637071	11.97474032	18.58259881	8.552876771	9.505261778	19.6511897	9.308783866	15.18944058	53.93675332	15.60262524
ARHGAP5	18.86394776	14.87068338	7.573490917	9.245576537	9.820875974	18.43624989	12.82013473	11.30921703	24.23914766	18.90110237	7.666650609	15.25875382	13.588074	14.69600486	15.83878434	11.79340159	24.58026928	11.02933089	30.4593972	19.56001313	14.39450693	20.87157694	17.71863152	14.52444115	11.96542783	7.995213645	24.19175709	25.78056221	34.04358394	11.59834162	6.052425351	15.2337228	18.33456495	15.65359597	24.99811365	6.131019993	8.055792459	6.736360744	17.00019648	18.42404979	19.73688631	17.057581	19.67944363	11.40977642	9.930519109	26.16856226	43.33533935	9.468314711	15.88270594	11.30133302	13.04312991	20.70919525	15.62089576	16.2943146
TWSG1	54.56320086	36.51412106	17.8444912	33.28722113	11.14474528	70.72054724	34.78205893	36.46428172	36.92826686	55.97677975	36.59346257	28.95425756	54.21170088	119.9407628	26.34988082	60.92772591	30.66900009	36.79141495	51.25897089	28.8253324	54.87368614	37.83341748	101.3323676	75.37025973	33.79389287	51.28241367	58.2134412	41.299686	41.55687289	32.68228935	44.92509582	30.65888814	61.71044333	25.10324089	57.33830872	32.48976288	24.44593914	52.49365133	34.04719011	32.70535628	29.68774824	28.45496706	39.29052929	86.54467423	15.45840814	74.89240989	24.09992863	49.81875978	23.33722998	62.28917012	29.65627456	59.10182628	43.4672149	44.39629373
EIF2C3	2.709246772	2.965868766	12.28633609	3.653114981	3.723321683	7.656610471	8.365544104	4.670835526	4.761432581	11.5451309	3.673252723	6.22953635	7.22149332	5.896128798	4.457442133	3.507574663	5.549952415	2.882215622	4.966037321	5.199936217	11.04672613	4.149920587	3.697697084	2.627481397	4.237833631	3.269708624	2.955438689	4.453050579	6.722696787	6.642678547	3.320749201	4.683295765	5.862935372	4.517982977	3.503510979	2.859244881	3.575447817	3.985513495	4.152844127	6.4166954	3.624109843	3.97501728	3.959141863	5.900165694	5.304242598	3.911203403	13.94126272	3.483095889	3.331255254	8.143240752	1.759392671	6.484657016	13.4246958	5.31781027
SOCS5	8.482927165	7.244845675	12.63714027	7.60374072	10.40630813	9.296980293	8.618228247	4.070384211	13.18645762	15.45598714	8.661701367	8.357759144	13.81185684	11.10519426	8.713895837	7.021821738	14.79411233	9.373457955	9.951597591	10.05509256	9.461817939	9.440632552	10.70746491	10.02393714	14.86846795	12.88151129	7.12558617	10.36047567	15.83514632	8.347603421	9.579166044	9.560458996	12.7038515	8.440709496	11.3115955	6.982861436	7.664047593	10.29349352	8.604629498	5.280111259	9.361660036	18.7269621	12.45404231	17.13076774	8.606058968	10.19524509	5.933405767	5.479925069	6.317881707	12.07928165	5.056865577	13.05889586	20.93305889	10.25768128
ZNF519	4.425538233	1.022493357	6.636675555	1.575202651	0.686620983	1.87772604	1.476422491	3.617561373	1.49160428	1.120034554	1.543110613	2.840573171	2.259765514	6.942023604	0.562236046	0.861761027	1.764483004	1.233015932	3.168404904	2.785756402	0.943550754	1.134262467	1.220522655	1.139761111	1.950014111	1.661816099	3.384543234	1.357531244	1.166030008	9.888481551	5.911858897	2.479478588	0.940978749	3.051906573	1.379916913	0.84267207	0.676545728	1.616037809	1.402839429	1.43590609	2.864790238	0.401424688	1.482768172	3.837108707	0.786465493	3.203432387	11.71971873	1.431252026	0.844064516	2.925649847	1.635679241	4.06665753	1.54705781	2.419277985
NEDD4	3.873255268	3.063776974	1.197715038	3.530537777	1.036045605	5.620843999	6.742163634	1.693776184	10.05458492	3.049000487	4.490847497	3.218063863	3.847707993	6.277458789	2.549315779	9.704687961	9.86200018	2.749234027	6.726900197	4.753886744	7.812480972	4.815168798	28.01130452	3.938899453	14.06652293	12.98661564	2.098624457	5.618930678	10.42439207	5.299210609	2.633101799	3.171503298	11.38364159	2.492361695	7.456379808	2.449834255	3.224176194	2.350805506	5.181934055	4.671972162	8.562807226	11.72238862	15.3138083	4.780542129	10.79885002	3.769774333	2.155331587	2.444199012	2.199928969	9.33701469	6.487577134	6.303453408	8.314120174	6.156970925
SOCS7	4.274250333	2.000530483	2.912114237	1.018254922	2.151521252	2.857409191	3.489576802	1.518616469	1.739417601	1.160615514	1.310188255	4.754287157	1.563325651	2.391596193	1.509611585	1.909507148	2.463784798	2.319636994	2.652059676	2.574178034	3.535707871	2.053286996	5.142533953	1.27838648	1.143266909	2.156390005	1.389423318	1.172121729	1.395514636	3.595811473	1.658939997	4.221535933	2.337213637	1.489251358	1.995812844	0.857065539	0.978369533	5.713925045	1.355116858	1.789244859	1.353132148	2.842152237	2.525003771	8.05435334	1.661136355	4.792859195	15.02910277	1.000098466	1.627322097	1.458927363	0.944649745	3.540546952	14.50926268	2.852225441
CERK	13.17064871	13.07062496	53.1673778	4.38181709	14.41973529	11.72828284	17.22862471	2.158182133	9.764788236	6.724325748	6.135734134	8.459976343	8.998149336	14.71374361	8.215118049	12.49101582	5.224282322	5.466049353	18.91616223	2.32402143	15.29375426	6.978768523	6.168699883	4.041578482	6.455830441	2.34051369	4.562328627	6.594939432	11.49776891	3.53947422	2.29814003	17.60608178	20.90462143	5.163357524	10.15336889	8.039160842	4.028166391	26.7377735	3.694504169	12.16205428	6.202423878	22.35531197	19.54935945	14.66570159	3.816659428	27.59037821	78.69004192	5.514790992	2.293641049	12.90018634	5.707297014	6.818130361	11.46994441	11.93572476
RNGTT	18.0423861	9.182977042	19.97307495	5.114263374	10.15563408	13.42407507	14.61921365	5.702149094	11.95086037	8.334822694	7.677842073	15.28318026	6.402082455	10.21517495	11.96517088	13.18875771	9.968091804	7.726583059	15.75402584	6.201134571	12.10613274	8.954659337	17.72268003	4.636090708	17.93281203	5.981538053	25.83642109	7.419831813	6.974614267	11.47071318	8.886793738	11.65652086	10.40953675	7.230606032	7.74002661	4.016238402	7.552566998	5.212936415	5.355951415	12.99504342	10.95689682	8.352673793	5.128152721	13.21274583	8.227597494	8.237263557	25.69681356	5.862385369	6.210496646	8.302232776	5.307292865	9.198800962	9.736345684	10.29062098
BRPF3	19.51155133	7.705530132	13.55861385	7.522704289	18.69309828	12.57041591	18.49994081	6.632660444	14.54793694	10.7166807	11.56139185	17.95756019	19.94640904	16.31883097	4.384195981	4.350681737	20.87395636	10.75655291	12.02852986	13.09987218	17.28311987	13.30362694	17.99494855	13.5831047	13.5944459	8.336941748	6.35479128	12.12223372	12.82993612	11.53213759	8.867318937	18.66435918	17.67714568	14.70846035	11.42046742	4.205073904	4.449977244	10.57367465	9.268578985	10.68563518	13.79861147	15.72842717	14.03707489	16.71256941	9.146769717	20.3820773	34.84406598	3.417361313	5.717150362	14.423001	9.621720073	16.3845546	17.42165642	13.02505908
NECAB1	0.360399569	0.130522205	10.93241071	0.638106418	0.875322396	7.04302897	0.24774941	0.918427974	0.943984585	1.350072908	0.839950185	0.2306001	0.253250134	0.571630861	10.69021382	0.257409052	0.339902211	0.459606507	0.301735185	0.050608678	0.306375866	2.049931953	0.337824701	0.29674473	0.773642631	0.130007753	1.448451106	0.300644185	1.713818081	2.26021888	0.963825752	2.221067457	1.260454271	0.195134692	2.732132146	1.070209437	0.225408667	1.300283207	0.246062471	1.262525103	0.970471838	0.242019433	0.852277184	3.540826296	0.929253506	0.710109441	6.965764197	0.81632687	0.205512936	0.536331274	0.444163045	1.089112982	0.135664477	1.433349593
HBS1L	11.0882459	10.41624539	21.10637278	6.172071958	11.71066287	15.99964289	12.17118839	8.521721358	13.43301345	10.37974378	12.88400613	15.56933883	9.018352547	15.89858678	12.42966607	14.42677057	11.40720335	9.734051649	13.51440765	8.652821886	13.80335634	10.6686627	20.00751902	7.704579641	17.94798348	10.16530726	15.83227298	9.902220073	9.723000664	14.97379235	9.533351798	17.38351793	11.60652679	9.103853688	10.25042833	5.769277992	9.056468608	7.884655641	5.829588962	16.80453154	11.41567739	9.672903236	6.980487893	14.12553417	14.88188338	10.24761267	28.36895243	8.613210657	6.012194844	10.80466276	9.07794575	8.470654238	15.57898936	11.93840979
JMY	6.7020891	9.647371988	9.292270304	3.733386319	10.54190454	4.486300969	8.512311462	8.620691479	14.41361081	10.20589567	8.417459	9.137268271	9.093822481	12.19174888	5.500032729	3.232924419	8.066240544	5.859932162	5.747217428	6.756718113	10.0286653	8.22688078	10.59613322	11.96281695	9.875917092	6.874814998	7.059147376	9.314847939	12.65824879	11.59810027	6.824008895	12.31999588	8.880201989	10.87163514	16.62643899	4.185990675	4.982472489	2.391312233	3.213453441	8.66370713	6.927748684	9.267787742	6.56788692	4.718656902	5.861516953	13.37493949	19.91052662	10.24348497	6.221482794	9.581662179	8.225753915	10.69491978	12.60330632	8.707804896
TIPRL	33.14089606	29.18012313	55.80383698	32.37337784	35.45044219	50.8729712	40.56422668	20.40041633	33.31611302	22.68636389	42.2542194	27.84385721	34.93161289	29.30106902	38.03020615	38.05946262	20.75581915	27.88714721	44.36643698	30.05888746	21.94871856	28.90524331	64.51123677	26.42859316	51.96902662	33.09991037	65.64200327	35.72504379	31.8644043	27.07097338	34.07104225	29.81139585	25.53863498	26.83503603	21.43454185	31.08415336	39.87302379	32.83354006	36.7964549	25.57773899	41.52554337	29.86737202	24.01370906	44.89823968	34.30867874	30.22209497	46.64985336	22.82528253	24.69029526	39.89536445	18.11139273	31.95315009	45.76689466	34.20803909
CCDC50	9.449946908	10.50211184	40.32285145	9.819785496	10.78754273	8.690954017	17.00351129	9.704067269	12.92269893	17.87047262	9.671105198	10.7695969	20.16368334	14.8073879	12.29782107	13.57003292	6.36459436	10.37946078	10.71518792	9.882034633	9.524045691	10.53763942	14.04782633	12.24367552	17.4776364	2.555238833	7.194711781	9.63886939	12.70851876	14.00251494	9.885118734	13.12967419	18.37265071	11.12531515	15.51902789	12.01946026	8.94689433	5.508257254	14.90710392	11.99935905	16.13740374	20.09380152	12.28847629	34.69121178	21.29529125	10.22036503	6.610474627	6.076389027	4.291031055	8.150666996	10.25569556	22.48451482	11.97739384	12.86058682
RSF1	14.4718055	10.08665075	17.03111091	8.260857626	10.04696224	28.50830494	11.53842972	7.673861498	17.13919912	12.39028233	10.60671087	15.66626995	9.790301212	13.12561427	14.72094388	5.342383271	13.11738867	8.394214589	11.09061791	12.49266269	47.07235614	14.3868264	11.83758945	13.57761403	13.56345464	11.54152635	7.011657087	14.26429624	11.58342334	12.36220575	8.009746703	17.47699427	18.7353301	10.43338633	9.762459636	5.310513955	11.3879196	8.021282392	9.973923277	12.23951469	9.038601252	11.63716536	12.685255	15.07522514	10.34985973	11.05499947	33.84986881	8.617950749	15.07728716	14.55236964	9.328979989	15.64304328	21.87387983	13.37417128
LPL	12.72519067	1.036823348	9.310587724	1.449235552	19.64466473	0.608452727	11.89831916	1.462997843	1.32702868	24.91825293	1.03535293	1.633761524	12.08580562	2.678704879	2.20460451	0.703261239	1.651429456	0.923508961	2.380349979	0.526782028	1.83246619	0.634252706	4.38737032	2.223959616	1.907357483	0.558157501	1.62043766	0.559703417	1.939493466	1.044899758	0.593993654	0.348397512	7.454751582	2.99733552	3.186393773	1.925240149	0.755452905	0.174340626	0.182221421	3.343695386	0.878752529	0.563629669	2.869545634	0.235150731	0.336304299	0.221236437	27.87616578	2.650316222	0.532075406	1.775586692	5.083501171	0.998989614	0.363601304	3.627545106
