gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	average
RGAG4	17.47133976	4.456149652	1.378920481	16.11231423	13.96562624	11.6095125	1.64049584	7.944566338	7.894883481	15.06745021	2.730567871	9.1156206
EPM2A	48.50987204	2.204914553	2.153386265	41.92936578	51.33295746	38.36498757	3.774117943	8.322961383	37.04595669	20.32350058	3.213604801	23.37960228
NEGR1	65.74146715	3.972894136	2.950510146	61.62419111	65.68300043	65.03865627	5.076812586	22.68026691	65.25057679	56.38343941	5.646105331	38.18617457
UBE2V2	63.57550418	38.47408434	38.80441835	65.77372461	63.69127952	72.13709737	41.06446693	56.91816446	63.42747603	50.82614028	48.1541339	54.80422636
JAM3	161.8934031	8.085341259	8.330898008	139.0927168	147.9590694	101.1315155	15.76000755	65.30019494	178.6073266	126.254648	14.89519899	87.93730183
DNAJC15	37.11592703	2.629642888	7.164467523	33.0351377	38.16615027	38.66676535	5.001960532	17.58829014	40.4101403	25.08432527	15.57943906	23.67656782
RIC3	3.636074625	0.993376701	0.382852315	2.957860255	3.35414908	1.957797984	0.41027073	1.213137993	2.808554418	2.63629238	0.797967741	1.922575838
ZNF470	5.431833934	1.230634084	1.24598895	3.861697838	5.985523558	2.439805358	1.079220169	3.13277021	3.34417865	3.747004766	2.769281988	3.115267228
SYT11	34.78119946	7.006704751	4.46529366	22.44612434	40.1878805	19.75889581	3.227907727	22.50351243	41.13760692	30.6987443	6.717879151	21.17561355
USP13	16.67939945	2.109985986	4.018398432	13.01810052	15.08296643	13.36895796	4.498316629	8.519302709	18.71221052	13.45074777	4.05626559	10.31951382
CAMTA1	18.31252702	8.078595503	5.764455092	14.93287535	16.82748699	14.43581783	6.016961023	11.67899858	12.95012202	11.67303729	6.464356498	11.55774847
FBXW11	29.95980399	12.61467333	15.80663144	30.08412739	29.11811345	26.64120711	13.57475814	25.83852402	29.1674284	27.1475601	17.52712586	23.40726848
CCDC149	20.39891282	11.00596365	4.360218377	20.38134552	20.70932782	13.4785834	7.096752214	14.63016319	17.6085642	16.13765387	11.48725678	14.29952199
CAPN7	20.45402345	7.446388629	7.71494897	18.18140375	16.97924343	19.18864048	8.589386467	13.89799035	13.97237795	16.22458675	14.09470045	14.24942642
TDRD3	17.92317629	7.993085037	7.247347943	14.69157792	15.09764563	16.18789499	10.47058042	14.63331128	14.18171313	15.2843529	13.37939865	13.37182583
ZDHHC17	70.80460878	15.7145899	17.1128642	70.29215199	70.56814229	74.67247528	18.49675507	53.56824859	52.74033129	69.11911418	30.98241045	49.46106291
ZNF84	10.78337986	3.211857429	2.206060302	6.831540472	8.54973224	5.51561751	2.708419797	6.955113508	7.606907904	8.203609797	3.780019371	6.032023471
ASL	12.98303411	32.19826696	33.01456778	14.79603854	11.71471057	12.98532503	26.19462785	20.06112934	12.87652671	23.75581722	54.4123385	23.18112569
MPZL2	9.56031867	242.0340139	376.1042885	18.25191981	3.555887733	40.08085308	343.6356415	183.9149782	10.48519841	92.87034205	350.9030987	151.94514
CUL5	20.57672699	5.229787206	8.265462289	19.18241073	17.95094736	16.21471166	8.394189768	15.65951207	14.91883208	14.53495441	12.38133038	13.93716954
WDR35	7.296027084	2.081547197	1.626569785	7.308681233	7.622928973	6.673013851	1.199819204	6.639593951	6.197718303	7.932766904	2.613831079	5.19931796
ITSN2	34.10338019	14.9232698	24.63465839	31.37425988	28.6565662	33.19347599	22.55450579	26.70303638	24.75384852	29.42081686	23.14456658	26.6783986
PCDH9	2.162865703	0.219604299	0.289587339	2.749153635	3.629447205	2.916588317	0.16796397	0.553225659	1.928963304	2.629135902	1.3458175	1.690213894
C17orf39	32.89529814	2.839705596	5.228146112	20.86875249	24.18541411	14.69392928	9.126233324	7.780697029	20.05220138	13.52300799	4.274329904	14.13342867
PRKAA2	10.79624499	0.791893134	0.623963518	13.32542849	10.60069988	8.372471869	0.891509885	1.758604101	8.208866824	5.264065674	1.119454113	5.613927497
TPO	2.445048328	0	0.097543382	1.331370092	1.953668597	1.677101704	0.122113393	0.353705454	0.83654236	3.922519791	0.382198495	1.192891963
KIAA1737	51.07670524	9.087186058	9.410694612	34.64751408	60.98471054	23.62525877	15.49969374	15.03023411	42.04758473	24.39834137	12.5823415	27.1263877
METAP2	53.60541144	27.82112481	35.58234474	46.64672278	46.85112554	63.59103409	25.54346121	49.86612054	50.37856075	48.33212169	31.76487875	43.63480967
IFT74	16.91394582	8.336285994	7.140803445	16.04310218	13.4136542	10.87785706	9.221242592	12.40114703	14.07990202	11.3261035	6.743665642	11.49979177
EPHA7	33.52734697	1.397702659	0.705815176	29.86271248	23.25917003	19.64297749	2.376600128	13.17835117	24.67567856	23.50904994	2.558047801	15.88122294
PCM1	88.24376387	41.19383825	30.97902581	78.52314092	84.26247298	81.14937665	25.87794496	55.64033293	83.49443412	70.32718662	30.69497648	60.94422669
COX11	79.70539636	30.58009325	25.47335025	60.47284981	70.46883964	92.48774781	30.34959512	54.4011722	60.24747961	72.30789674	62.48490239	58.08902938
MTR	17.84839216	5.136188418	3.029137913	18.77619426	15.58597676	15.54428575	3.203630952	11.05280357	13.75379333	11.90803547	5.254680364	11.00846536
INPP4A	22.8767099	7.648788056	2.570432437	17.28838515	20.96151099	16.3282053	5.522212425	13.39234519	19.25117172	13.79042418	9.606718573	13.56699127
KCTD15	42.38990029	6.266167735	10.71728453	33.6001877	46.43371766	26.63174818	19.45904233	17.87822538	43.70725274	26.18909729	11.15038904	25.85663753
NOVA1	8.400838384	2.644479	0.851162382	7.232285294	7.364347779	5.355288316	0.734416749	8.156209721	7.94431787	7.666212515	1.736834663	5.280581152
DDX51	11.61561372	8.299827768	6.094076125	10.65456599	10.72118971	9.910347397	7.206679898	9.379804149	8.633306218	11.71740628	7.441344942	9.243105654
HIF1AN	31.12707455	7.985325461	7.889621484	23.0352726	30.73720498	17.30360773	10.53875247	12.59672737	30.16501312	20.12757409	11.18063985	18.42607397
DDHD1	3.371587641	2.465145882	1.153081061	3.634544701	3.126291653	3.147476954	1.182189356	4.72973368	3.455901495	3.853170491	2.477881652	2.963364051
GAL3ST1	0.553684532	0.423411934	0.205212373	0.792720194	0.974500975	0.803607523	0.385354375	0.601026247	0.524592443	0.806677839	0.324028843	0.581347025
PARP1	106.148464	47.32450889	40.98105085	127.0822207	129.4430802	114.8926441	45.3653118	106.5982401	125.3380516	108.0829488	92.91487248	94.92467214
SFT2D1	36.3699518	85.83498235	53.17367825	41.21813332	28.23281849	34.43248177	48.58539376	78.28286036	34.09064937	43.32294117	72.48620116	50.54819016
KIAA0368	75.40950968	38.24525307	28.69595107	66.85545801	64.91665211	64.65093927	32.59454963	46.68979911	61.17162791	57.28638524	30.56528251	51.55285524
SCAMP2	76.44764204	139.5582165	158.4546859	66.26863105	77.87449831	46.51390666	222.6839381	139.6602944	73.12367284	89.30411151	277.1411124	124.2755191
MTERFD3	18.35489952	4.977601995	2.340663258	14.96890857	13.63829449	15.36355603	4.567951587	9.631118172	13.62724234	16.21417741	8.650197098	11.12132822
ZNF532	35.39921715	5.084083624	7.560681647	31.40074254	35.94771917	30.76687662	10.72663669	23.06935588	38.11405539	29.1494066	11.51458592	23.52121466
STXBP1	24.40924301	4.420826768	7.008679438	22.64029541	19.07140544	23.28738591	5.880017349	18.80851638	19.30975722	26.89652167	6.002842023	16.15777187
EXOC5	22.86646317	4.39070776	8.228139051	22.83866914	23.52285565	23.62090082	8.45203867	18.95317842	26.93882841	15.46226725	11.59028967	16.98766709
EGLN1	36.09424958	6.435310346	11.62887876	31.81247477	29.9601984	29.10556888	15.55333412	24.44236277	28.60746698	28.35046813	17.89813166	23.62622222
LONRF2	9.826469496	0.321796512	0.19819463	12.55267838	9.850361188	13.54144964	0.881901096	1.782746175	8.712585983	7.204574991	0.267035354	5.921799404
C10orf84	33.9561513	16.1708519	13.20903178	30.90993257	36.33514389	33.07116523	14.5203726	25.11163795	27.90148039	29.25506693	12.12411971	24.7786322
LIN52	9.173688134	2.988357844	2.793894025	9.30981624	10.34897515	6.359903069	3.726691699	8.605174081	10.39005142	8.68020206	4.638188152	7.001358352
SYNJ2BP	27.35486621	10.47495051	5.507989154	25.746307	27.93130286	24.17420997	7.985734312	14.74715426	28.17345642	17.3036415	14.04174375	18.49466872
KCNK3	16.15485677	0.939010722	1.30663153	12.6296588	25.72101234	14.07176926	6.170281097	7.017476784	21.18503007	18.55145056	0.608131054	11.30502809
RERG	84.66352615	1.061951524	6.321879932	43.62801131	35.4437733	48.58230284	9.037318694	18.6534479	33.16245029	51.51786798	5.739818005	30.71021345
IQSEC1	26.8888756	9.358502615	8.485461864	23.89348186	22.98217497	14.39835389	6.611166157	21.91734079	21.17909322	24.28327933	16.76552699	17.88756884
ANKRD52	23.52505901	8.129246466	9.273412832	29.92043137	24.43294738	22.26924321	11.32798083	23.49867189	30.8674186	19.38758335	20.90139452	20.32121722
MPDZ	57.9702545	4.156430445	4.061513515	59.02392234	48.90911012	53.70823382	4.358086153	20.2129555	41.37857381	42.68159994	2.109006128	30.77906239
TBC1D12	5.257839185	1.178503205	1.688867795	5.648700178	5.698579178	4.823161571	1.983653379	4.747813134	7.635697465	5.638040427	3.132880016	4.312157776
IPO5	253.4220235	87.68029173	73.62922496	208.2735598	244.2915806	282.7851311	60.72802652	135.089675	240.8275415	201.2088435	179.5103014	178.8587454
TMEM35	73.37332949	2.716912832	1.8155013	35.99533014	55.96025171	32.09116141	4.452561068	9.682853068	60.9514179	39.19282964	2.858112512	29.00820555
BNC2	50.6458058	1.580887075	2.286468164	45.80724524	46.44947948	52.07569329	4.294712716	25.34156698	65.62347689	52.4466584	4.255571271	31.89159685
HSPA2	133.5195806	15.72396879	18.60888833	155.775798	174.6675119	130.6671978	18.68535347	26.16196398	112.0554067	71.24194017	10.01553209	78.82937652
NUBPL	10.20813199	6.339961106	4.541828288	10.60500916	11.48345188	10.64230571	3.629249761	9.717056363	9.095240114	8.668027018	7.571064166	8.409211414
RGN	15.69158038	0.386051435	1.082218424	11.81992197	11.4841966	13.17132728	1.31394476	4.084478629	12.67542602	8.191939299	1.923079836	7.438560421
NAV1	24.31782241	7.434771215	12.45264763	21.37149165	28.36616993	33.29707202	14.34608397	32.79011514	26.4845976	28.9888176	15.62869264	22.31620744
SMAD3	24.32730565	37.14913564	43.00910891	20.16915494	20.63164245	18.02936717	35.40661081	42.75776428	26.08682874	30.10320183	38.00565883	30.51597993
ANK2	32.781601	1.998758259	3.063440577	26.2426845	21.57971119	30.35441172	1.858391491	14.76093966	31.31526131	21.66268004	5.069881553	17.33525103
SOBP	42.43871076	2.614845011	1.154312414	34.58149041	44.64849232	29.8736216	3.041924158	12.55553312	30.97316207	18.417295	3.232983487	20.32112458
PARK2	11.13350328	2.792330491	1.750981024	8.210635176	12.6986977	7.691782335	2.587815815	3.547735459	7.339843853	7.206056887	2.542920722	6.136572977
PRSS23	365.1468296	46.85015913	31.71463948	305.4053641	510.2732982	301.9354187	30.31337653	253.7885366	498.1697508	355.0792278	104.8699712	254.8678702
TTLL7	19.20585686	1.328337744	3.004589919	23.77987734	16.63736197	19.74249116	6.078473816	4.845700525	18.65547001	8.202122409	3.069253456	11.32268502
CAPRIN2	8.000682159	3.590947452	1.717445037	7.360983649	9.122660873	6.816059066	1.986235666	7.111653873	8.0523876	8.774311677	4.871255945	6.127693
ZNF407	8.031417025	2.336832144	2.830511438	8.150919525	8.125525133	8.17829825	2.697816425	4.510420219	9.327681706	7.351068863	3.731846996	5.933848884
MECP2	38.85291224	11.11245314	9.565339098	33.18221094	35.62570065	30.97131801	10.00967645	18.80096879	31.87681611	34.20586347	14.47358593	24.42516771
TYW3	24.9677788	7.334386097	6.978466615	25.32859931	25.76262369	22.49565329	6.393799811	16.06328506	20.54033243	18.78989126	12.70625102	17.03282431
APC	9.95688567	1.678580943	4.296115498	11.18464628	9.55588825	7.382636801	3.994476825	7.357846477	10.4596006	6.992826189	6.325525319	7.198638986
GBAS	98.43999378	38.1914913	20.81383172	87.25621371	88.48133361	110.8981434	26.02835507	49.16136581	100.7260411	81.01058274	45.42923272	67.85787136
DCLK1	8.137238982	0.483206219	2.225428336	10.30348846	8.235684146	9.362948777	1.027909887	8.588580958	14.53043254	10.78841434	1.380891603	6.824020387
FAM103A1	26.80734954	33.23626595	40.09430455	18.534253	24.93124949	16.87883192	35.63757272	36.67153905	26.07227207	25.42156972	48.71552319	30.27279375
ZNF445	7.082951323	2.061925166	1.771871578	6.425839495	6.81831529	4.90049933	2.2715856	4.669528009	8.173589511	6.427976294	3.69803682	4.936556219
DSEL	4.08113982	1.095013726	0.831167442	3.15466935	2.60842065	3.735317583	0.475180435	6.109204636	3.670682955	4.466859882	2.034795929	2.932950219
ZNF333	24.18154691	4.819014366	5.926043748	21.72065615	20.91562324	16.33215391	6.625110342	15.66479109	18.97883986	19.93239122	12.5366868	15.23935069
ACCN2	3.824732848	0.899824701	1.024128939	5.071044777	3.573055758	6.290064177	1.445270479	4.557636352	6.149662209	4.997533621	1.72734842	3.596391117
PPP1R16A	6.913740939	15.94502296	9.826166832	6.131637272	9.434943392	5.262892552	15.45543027	9.917648015	7.504539717	6.08181575	20.73146472	10.29139113
ZSCAN23	1.999222351	0.086511739	0.142259431	1.230964314	1.53125478	1.533578284	0.282574038	1.398090853	1.182492486	1.187846611	0.384361078	0.996286906
FAM110B	8.104260463	1.674954594	0.948483052	7.12778501	7.326568878	10.17946349	0.678199001	8.140607236	9.828135251	11.01492377	1.715097722	6.067134406
LAMB3	0.479751308	368.8384741	147.4962003	0.8027096	1.22102234	1.07632669	42.88754486	74.69764639	1.832605442	31.74866147	81.02257425	68.37304698
TNPO2	38.40479298	15.54656933	14.49326984	36.95886573	35.95549661	36.9967496	21.11100237	31.99595895	41.6535028	41.89227958	24.8816606	30.8991044
STRN3	35.49834296	8.160001472	10.15148429	40.01845094	32.4843649	39.32317772	11.06680464	21.83439691	36.00657549	24.03207377	13.12573204	24.70012774
C10orf4	23.94304491	9.896349087	8.069296186	17.26429085	16.94067906	17.54930861	10.68453302	14.74800967	15.86315482	21.98553675	8.356663438	15.02735149
PIK3C2A	78.40872932	11.94196686	23.35896005	72.45435836	67.45052945	92.53739081	22.05305261	68.05655684	64.1250144	62.3263646	34.24077257	54.26851781
JUP	24.8104508	1984.296812	1176.893879	11.7653392	19.54838036	11.37000171	1111.102825	491.7863462	22.04995435	139.3754715	1744.381277	612.489158
ATG2B	7.598250016	2.570556841	3.986938345	7.201697628	6.276287197	8.19358159	3.154690981	6.092224464	6.289556438	6.533874709	4.357806949	5.659587742
C17orf108	11.35589112	7.380037781	2.733528373	11.26029123	15.65940886	11.56122745	5.141112101	8.302478295	11.07295549	13.63589954	5.369334544	9.406560435
RUNX1T1	8.534597846	0.173245974	0.230557875	6.814839714	8.424491336	5.203945424	0.627029548	3.54704587	8.655227437	7.241854958	0.756692316	4.564502572
TAOK1	14.50471505	1.609035669	3.287677846	12.8634485	12.12616138	14.19394532	3.090463811	10.26981262	12.02398045	9.501854912	6.429151486	9.081840642
DNAJC25	8.25536854	6.542888403	4.820285305	7.388494422	7.472318828	10.84848725	6.319844071	8.111803174	7.514155857	7.055149302	6.017937184	7.304248394
WDR60	12.93098666	4.861259049	5.044496619	14.73797393	14.34388842	15.28261157	4.649861444	8.402244053	8.782089874	11.5396975	6.232245961	9.709759553
DCHS1	29.61480229	2.953483672	2.70021859	24.92290852	31.38270926	32.95968942	3.202628323	19.45388841	48.26281288	29.94268609	3.995050658	20.85371619
ASXL3	1.636609206	0.212916943	0.029773937	2.048536322	1.95251201	1.844830757	0.084072759	0.665318544	1.077029759	1.315238203	0.186890513	1.00488445
QKI	45.09678332	8.007544133	13.76956492	42.89563826	33.62763751	40.26804556	14.15735323	40.96320886	43.16891338	37.55845797	17.41242636	30.62959759
DCLK2	6.960932637	1.073681686	0.657276399	16.80878667	17.99692082	10.8497969	1.060058473	3.734015807	12.24589676	8.485693768	2.541836161	7.49226328
TEAD1	136.1166759	7.74560457	13.78022128	100.1670862	98.6510614	106.9333768	12.79301501	37.22360724	105.8610779	69.75963356	11.93344717	63.72407337
MAP1B	230.428318	11.89878398	8.298687805	231.5475969	274.2048051	203.5091869	18.21515297	51.83545911	248.4125871	125.342339	7.914962005	128.327989
AMOTL1	104.9093047	5.454496441	12.85091732	115.7623496	114.2222665	89.83181771	19.8249972	24.82213961	106.6441381	62.79200358	6.640660805	60.34137195
ZNF605	5.953929712	1.89844416	1.382358368	5.222985361	5.298036586	3.693438407	2.609430388	3.730631794	5.269842576	4.723517546	2.918371504	3.881907855
FNDC5	6.997623089	0.768759075	0.704308361	8.87363841	18.01977755	8.914932916	0.746066724	9.052049299	14.95759374	10.83937982	1.216653975	7.37188936
TTC37	52.24806723	7.082234002	16.19882527	45.8537297	49.98116968	44.47288438	19.15690305	38.2194998	44.03106778	35.59419882	22.88115064	34.15633912
NAA25	9.352724145	3.559436585	9.83382555	11.60037391	9.665155354	13.13543604	8.692216426	13.28409653	8.325695875	9.066121321	7.241136236	9.432383452
SGCB	88.5869112	10.25954112	7.867606425	77.83352236	77.40661564	75.57316011	10.42305264	39.65935564	92.12767806	51.79190594	11.48721763	49.36514243
C9orf25	20.22588132	6.241907229	5.685849757	19.54279698	21.33443258	17.31383931	6.69502693	14.17340996	17.40402458	17.61074836	7.286047387	13.95581495
GLIS3	16.11686993	5.013939133	2.368493435	14.70733327	8.492274989	17.44698679	3.760159486	15.57747974	11.37679007	11.60399458	3.843430396	10.02797744
LDOC1L	29.24713085	6.465574521	6.307977068	27.6391333	32.1477359	17.94437434	5.690032618	17.85852048	28.63646185	21.47776434	11.21808427	18.60298087
GNAZ	23.11512046	2.544175382	1.454089879	18.59408176	32.60340777	15.65523354	2.700443978	6.894004009	35.27568939	16.27983263	1.403455159	14.22904854
ATN1	168.278395	49.51068604	40.78965055	152.2438407	133.8128503	189.7099651	60.92001929	91.64600637	136.2647807	137.1343649	60.46073501	110.9792085
TRIM29	1.564859579	456.3910674	1246.210027	0.80022596	2.681861211	0.661712612	875.3498371	174.536068	2.488252672	45.93440229	401.698267	291.6651437
ZAK	507.0752806	13.05717176	19.68504675	497.4919935	424.8931487	564.7800455	44.10848966	117.5579182	386.7060698	289.3305124	21.76400456	262.4045165
KIAA1586	5.266521173	2.505820164	1.774211032	5.723395428	4.500718987	9.697089068	2.314634161	6.433528431	5.318350593	5.063027095	3.467701953	4.733181644
CAND2	12.55205868	0.99283389	0.80146339	11.65935694	14.64694167	7.992127612	1.782281411	5.109712906	13.0333742	11.36066678	1.96150733	7.444756801
RALGPS1	11.51323872	8.810547064	6.614093956	11.84869887	11.97053677	9.987451032	8.073102555	9.777927802	14.12625093	11.41965918	11.08907908	10.47550781
LRPPRC	91.03373521	48.58215671	48.52205108	87.36377443	87.16863952	94.56719021	45.29374448	95.55120781	81.3229488	90.005905	59.62204707	75.36667276
PARVB	45.95519578	6.139513082	13.32490984	40.92864207	44.72777263	32.87890701	12.84393058	36.8195157	34.05232185	43.62701304	12.41114547	29.42807882
CAMK1	45.21333468	12.53321565	8.492334809	42.26615166	43.32185	43.41231065	11.74501933	30.23501877	46.57734567	53.09617796	13.74460578	31.87612409
TNKS	60.82545342	24.34924279	15.86110889	51.06025829	51.18677239	49.39034834	19.1554246	51.76033089	52.11726138	53.96820337	27.99369613	41.60619095
STXBP6	30.80274977	1.815157481	0.75768889	29.7079949	32.032172	18.3951682	2.278655775	16.02137494	21.2719277	16.86221278	3.986440211	15.81195842
ARHGEF10	24.70216808	6.759588969	6.103455113	32.11830897	32.99361144	24.56845599	5.316941303	23.27811607	31.4372989	28.73161031	6.712113726	20.24742444
BCAP29	20.88531025	10.89239486	13.43843373	23.78487836	20.33754464	24.1974988	15.10408664	20.63998985	27.62787571	20.07679205	16.7839463	19.43352284
ACCN3	0.349521138	0.151685614	0.243195219	0.725058919	0.609163133	0.766613905	0.251369041	0.450495841	0.374350654	0.461510572	0.283352994	0.424210639
MED13L	36.9868183	5.196103672	12.91130446	33.74293625	27.39388247	32.86135101	8.835938075	17.40661526	24.08962695	25.33812376	11.81180502	21.5067732
PCGF5	27.89207511	6.170672457	8.238270213	31.87835871	30.22260931	25.5808993	9.547590953	17.84529756	23.21307455	21.54102923	11.45104948	19.4164479
TAF1	57.36064714	21.85898135	22.28233348	61.07226439	47.02255644	56.63699611	18.40537808	58.23429004	43.81900251	56.80585155	39.02591943	43.86583823
KDM3B	46.25264757	17.1850469	14.9173738	37.67966582	38.35226085	31.04670477	18.99040749	31.30863194	35.83107174	40.8877139	23.31852069	30.52454959
TMC6	4.268676749	30.499103	22.08416244	7.745311353	3.091695008	4.923704147	26.49116803	32.82864425	5.113877724	16.73127891	62.63225041	19.67362473
C14orf118	10.05809833	3.831581815	5.378997128	12.58760021	10.49021914	15.50622291	3.154235322	8.22545991	12.32698522	7.717785028	4.006802069	8.480362461
MLL	161.4421996	36.7850553	34.12772728	121.2883564	133.3583383	126.3986755	31.36908531	87.5929726	113.709343	122.0319588	69.25465331	94.30530594
MTMR12	29.0719361	5.758341982	7.90740435	28.97445959	28.05370961	22.16356648	9.811150031	16.41247024	28.11679946	21.817525	12.46354413	19.14099154
PHF21A	20.8283634	6.596709694	4.067629543	14.72828227	18.38527526	12.91475605	6.539340583	9.562622902	15.31376527	14.97503427	8.481392354	12.03574287
ZNF542	12.3399929	3.084514857	2.727966178	11.77868768	12.96436195	8.865088394	1.882899742	11.16119762	13.03771822	10.65985832	6.002495638	8.591343772
API5	59.02209859	27.33341369	34.43107589	49.18561211	58.50740129	51.13991142	34.97591404	57.22218158	56.79880872	55.96624394	45.81390647	48.21786979
RHOD	9.318114615	24.94363306	170.9681255	5.617835691	9.266077524	7.233484139	59.905985	28.17984354	8.726451789	9.562869471	25.81326468	32.68506227
MTMR9	7.904371301	2.9246561	3.870264192	8.210230083	6.910091963	8.074192725	3.601695126	7.008451748	8.58433821	7.071599966	3.480693873	6.149144117
GPR135	3.242921895	0.159020207	0.22081543	3.126895138	3.910553107	1.879282033	0.53977805	0.896337465	3.944645459	2.073147927	0.27832107	1.842883435
BVES	37.04438392	1.831403407	0.946157388	26.35208782	36.28262537	25.41325276	3.033432397	7.425665328	43.63401961	16.34798155	2.074561274	18.21687008
HS1BP3	78.18254702	21.46772791	9.948580358	54.98885798	77.34541503	30.9289481	15.28958362	31.58119735	65.57790114	53.96863694	27.4705816	42.4318161
GNA11	63.513726	11.66834152	18.34274596	54.57878543	59.3191617	61.6873231	16.71545593	40.10155577	73.6399534	45.47115605	36.06611562	43.73675641
ZNF660	1.207924101	0.110989614	0.1498509	1.013010126	1.032216107	0.855370164	0.181824351	0.753979346	1.250917555	1.46560666	0.453003588	0.770426592
PLD6	8.76211107	1.556808897	1.325769518	9.304613505	7.78890405	3.302612675	2.36871949	4.289218274	6.538352177	7.677995692	2.002298419	4.992491252
ZNF292	57.70821677	13.37090319	13.17756595	58.62165842	54.2538501	48.56549311	22.24779265	47.99623886	54.33762353	57.63574075	32.96093395	41.89781975
C5orf24	30.869401	6.900716947	10.71761317	26.94546776	24.56098775	25.04289298	12.82908944	29.00011268	34.94709337	26.99357308	16.28001163	22.28063271
KIAA1377	9.792079212	0.849066327	0.593076113	5.457613223	8.464187138	5.860435036	1.175878784	3.267735091	4.394866853	4.962655061	2.016646767	4.257658146
TMEM56	16.40381257	3.87012509	0.775756963	17.59778916	13.7226678	10.76418567	1.62577827	5.172815918	15.25464613	10.38491293	3.478295217	9.004616884
REEP2	24.29956863	4.526780225	1.524780969	21.67052494	31.2600312	18.74934685	3.345757003	9.259754536	38.76868197	22.84098058	1.621929919	16.16983062
GPAM	9.162443064	0.850627148	0.653865252	9.36868435	9.320525065	6.118067014	1.855250108	4.670832548	5.969929671	7.974650214	2.443321487	5.308017811
AFF3	55.38955661	2.849441085	4.331794299	57.48089288	53.03478914	31.09639858	4.561000216	26.58221112	44.14274233	26.7999962	5.34003225	28.3280777
IARS	52.88245021	19.16809212	31.2091246	52.97607851	59.32216682	51.75231755	27.41598213	58.66431581	51.39128279	46.58010823	33.21668531	44.05260037
FAM168B	122.7739064	23.94562654	20.17886149	107.455387	128.6839947	107.5566444	22.88579826	44.82507294	119.1220175	91.44838292	34.4715972	74.84975358
PKM2	602.9862099	1100.764454	972.0941752	478.7477533	567.0404453	439.0513533	997.2013931	1009.336778	733.9120069	698.9532755	1113.900918	792.1807966
TUB	14.50979449	1.514387412	1.187499554	7.952511225	12.58786974	9.774075912	1.06047028	4.347939974	8.772111894	14.22408062	1.986624772	7.083396897
PPP1CB	423.598696	70.31478815	139.2076012	388.6341245	474.4882172	365.1209385	153.0828023	184.1278976	412.2039501	287.4747329	101.590955	272.7131549
DSCAML1	2.581485251	0.065977651	0.050301432	1.976254215	1.397080306	3.283692236	0.093346378	1.224802132	0.655869587	1.875445829	0.35975123	1.233091477
LPHN1	10.96925063	4.05774445	3.376657009	12.9401746	12.0124588	14.6550685	3.168577093	9.917948212	19.18172049	11.83462737	7.478292667	9.962956346
XK	5.355499843	1.171887367	0.896513021	5.726277959	4.682533431	4.505536645	1.168602858	2.008898554	4.191904576	4.407290965	1.128614512	3.203959975
SEC63	50.95587865	22.53587486	17.87999971	42.01338354	44.64136944	46.48561545	26.32518388	41.04814242	37.29744711	41.73955638	27.53513208	36.22341668
PPP2R5E	27.22752116	8.283429476	13.83107511	32.46725012	29.68975951	27.40295625	14.23083467	24.6138658	28.09113972	23.00855973	18.40656591	22.47754159
WRN	17.0413905	6.478017794	7.315141826	15.64000209	14.29882513	20.28904088	6.725505338	16.52235812	13.03989048	12.90547495	8.641164297	12.62698285
DNAJC18	11.04757968	2.665725339	2.067552789	9.225745531	9.734022579	11.16233789	1.927082025	7.902755989	10.10442995	10.21796193	4.768799881	7.34763578
THUMPD1	41.65393704	15.43972534	12.2235749	29.38153578	32.05536967	28.07184207	17.80292125	28.9420665	33.79969665	33.75505094	19.65713158	26.61662288
ZNF516	10.44154764	2.770092735	3.104974866	8.982621714	8.089168321	11.07188877	2.383171015	6.573141406	9.95106139	7.358939982	4.281862623	6.818951861
FOXP2	30.29579378	0.482531499	1.724587435	21.91125891	29.18603959	28.46806278	3.28653074	8.660167237	32.0914652	16.45590253	2.810046001	15.94294415
BAIAP2	38.50216811	110.7306885	118.2078529	15.58298853	29.09266737	27.91683529	67.18341377	22.15434355	14.4463725	27.44231028	18.29258409	44.50474772
MLXIP	146.8616912	12.66026272	11.39062251	144.5729406	171.9212872	199.6934258	18.36940179	46.42190265	168.1811437	101.410494	22.8334361	94.93787349
LRRC58	17.94223542	3.26584412	6.558536846	14.81834244	16.94870196	17.80527321	8.740667848	16.66526061	18.09180839	15.77344146	11.84317056	13.49575299
SLMO1	2.053991002	0.378842256	0.300489546	3.131244769	3.559911718	2.987147161	0.796399044	1.47394532	1.878379387	1.947153404	0.432038456	1.721776551
XPO7	29.81032987	15.33320755	17.15308649	26.24372168	28.38763314	22.37040954	22.11301117	31.15260467	29.17420621	29.72661831	21.12684063	24.78106084
CNNM1	4.474658791	0.634383004	0.658732777	4.260785728	4.18076853	2.671084711	0.751782789	2.294646027	3.26935351	3.546722991	0.846620909	2.508139979
UBXN7	8.864625642	1.459112058	2.354694599	7.377018924	6.575278492	6.933462398	1.743706942	6.022550322	7.964430634	6.556676872	4.281704143	5.466660093
TNIK	5.86718901	2.24329554	3.559376284	10.57742602	6.772057754	10.04807365	1.329996493	7.351093143	5.809218391	4.860236078	2.851323292	5.569935059
LOC100128239	1.064235913	0.313751917	0.132668211	1.82360126	2.52002936	2.393843085	0.232520048	1.01457025	1.927291492	1.846268763	0.312283561	1.234642169
